"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Collaborative memetic agents for enabling semantic interoperability","G. Acampora; A. Vitiello","School of Industrial Engineering, Information Systems, Eindhoven University of Technology, Eindhoven, Netherlands; Department of Computer Science, University of Salerno, Fisciano, Salerno, Italy",2013 IEEE Symposium on Intelligent Agents (IA),"12 Sep 2013","2013","","","21","27","Semantic interoperability represents the ability of two or more systems to automatically interpret the information exchanged meaningfully in order to produce useful results. Currently, the best recognized technology for achieving a specification of meaning is represented by ontologies. However, the variety of ways that a domain can be conceptualized results in the creation of different ontologies with discrepancies and heterogeneities. As a consequence, an ontology alignment process is necessary for bridging this gap and achieving a full communication understanding across different software components. This paper uses a synergetic approach, based on the integration of collaborative agents and parallel memetic algorithms, for efficiently aligning ontologies and, consequently, solving the semantic heterogeneity problem. As shown by a statistical procedure, our approach yields high performance in terms of the ratio between alignment quality and computational effort with respect to conventional evolutionary approaches for ontology alignment.","","978-1-4673-5881-1","10.1109/IA.2013.6595185","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6595185","","Ontologies;Biological cells;Memetics;Interoperability;Semantics;Collaboration;Pragmatics","","1","","18","IEEE","12 Sep 2013","16-19 April 2013","16-19 April 2013","IEEE","IEEE Conferences"
"Enabling Intelligence Analysis through Semantic Information Interoperability","S. Maripuri; T. Sokka; B. Medairy","Booz Allen and Hamilton, Inc., McLean, VA, USA; Booz Allen and Hamilton, Inc., McLean, VA, USA; Booz Allen and Hamilton, Inc., McLean, VA, USA",2005 IEEE Aerospace Conference,"19 Dec 2005","2005","","","1","14","In the current climate of increased necessity for information transparency, the Intelligence Community (IC) faces challenges in achieving data interoperability. In order to effectively facilitate analysis mechanisms like Link Discovery and Predictive Pattern Recognition, agencies must enable the discovery and consumption of disparate and co-located data sources within and across organizational boundaries. Agencies are beginning to leverage semantic descriptions of data to promote the advertising and sharing of data, providing dynamic discovery, fusion, and mediation of information. These techniques will enable the IC to gain greater situational awareness in their mission to preemptively identify and eradicate terrorist threats.","1095-323X","0-7803-8870-4","10.1109/AERO.2005.1559620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1559620","","Information analysis;Deductive databases;Runtime;Web services;Service oriented architecture;Humans;Pattern analysis;Pattern recognition;Advertising;Mediation","","1","1","18","IEEE","19 Dec 2005","5-12 March 2005","5-12 March 2005","IEEE","IEEE Conferences"
"Deep Learning-Based Semantic Interaction Network: Advancing IoT Data Modeling for Interoperability","A. Paul; B. Hazarika; K. Singh; S. Mumtaz; C. -P. Li","Institute of Communications Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan; Institute of Communications Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan; Institute of Communications Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan; Department of Engineering, Nottingham Trent University, Nottingham, United Kingdom; Institute of Communications Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",2024 IEEE International Conference on Communications Workshops (ICC Workshops),"12 Aug 2024","2024","","","135","140","This paper introduces Semantic Interaction Network (SINet), a deep learning architecture, to reshape semantic data modeling in the Internet of Things (IoT) ecosystem. SINet employs self-attention, relational reasoning, and dynamic knowledge graphs to handle IoT complexities, including sensor data, temporal dynamics, and device semantics. The dynamic graph captures semantic relationships, contextual dependencies, and evolving entity states, enabling IoT devices to engage in detailed, context-aware communication. The mathematical formulation of SINet is characterized by innovative components, including Temporal Relation Networks (TRNs) and Semantic Propagation Layers (SPLs). TRNs capture temporal dependencies within data sequences, while SPLs facilitate the propagation of semantics throughout the dynamic knowledge graph. The extensive simulations show that SINet outperforms the conventional recurrent neural network approach by approximately 6.98% and surpasses the traditional feedforward neural network by about 13.80% regarding semantic data modeling accuracy.","2694-2941","979-8-3503-0405-3","10.1109/ICCWorkshops59551.2024.10615419","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10615419","Internet of Things;semantic interoperability;knowledge graph;self-attention mechanisms;deep learning","Training;Accuracy;Recurrent neural networks;Conferences;Semantics;Knowledge graphs;Data models","","1","","16","IEEE","12 Aug 2024","9-13 June 2024","9-13 June 2024","IEEE","IEEE Conferences"
"Secure Enterprise Interoperability Ontology for Semantic Integration of Business to Business Applications","E. Sardis; S. V. Gogouvitis; T. Bouras; P. Gouvas; T. Varvarigou","School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece","2013 Eighth International Conference on P2P, Parallel, Grid, Cloud and Internet Computing","12 Dec 2013","2013","","","68","75","With the ever growing number of products that are targeted at solving a particular problem, rather than addressing all the requirements, which might otherwise be met with a multipurpose product, that need to be integrated in an enterprise business workflow, it is critical that data is able to easily flow from one application to another, in order to securely integrate a set of enterprise computer applications. Automation in Business to-Business (B2B) Enterprise Application Integration (EAI) scenarios confronts challenges related to the resolution of data heterogeneities, service discovery and process composition that should be integrated under a secure framework. In this paper, we propose the Secure Enterprise Interoperability Ontology (SENIO) that provides a secure, shared, common understanding of data, services and processes within B2B integration scenarios. SENIO is based on security-related ontologies that are designed to describe security properties of web services, which can be specific, by stating the particular standards/protocols supported, or more general, such as the security mechanisms used and the credentials required. The security properties associated with registered web services as well as requests for web services are security requirements and capabilities. Finally, we present the utilization of SENIO in a real-world B2B scenario, which describes a network of Small and Medium Enterprises (SMEs) cooperating with each other in order to provide secure human resource services.","","978-0-7695-5094-7","10.1109/3PGCIC.2013.17","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6681211","security;ontology;busines workfloe;web services;secure enterprise interoperability","Ontologies;Web services;Semantics;Business;Protocols;Authentication","","1","","37","IEEE","12 Dec 2013","28-30 Oct. 2013","28-30 Oct. 2013","IEEE","IEEE Conferences"
"Semantic Interoperability in Multi-Agent Planning: A Survey","G. Bochra; S. Abderrahim","University of Abbes Laghrour, Khenchela, Algeria; University of Abbes Laghrour, Khenchela, Algeria",2025 International Symposium on iNnovative Informatics of Biskra (ISNIB),"9 May 2025","2025","","","1","6","This study examined the integration of Multi-Agent Planning (MAP) and semantic interoperability. It investigates how these two fields work together to improve the coordination, collaboration, and communication among autonomous agents in complex and ever-changing environments. Semantic interoper-ability provides a common language for agents that enhances mutual understanding and interaction. Conversely, distributed planning allows agents to make autonomous decisions while collaborating to achieve their common goals. The integration of these approaches offers promising opportunities for more effective coordination in comolex and decentralized systems","","979-8-3315-0957-6","10.1109/ISNIB64820.2025.10983821","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10983821","Multi-Agent Planning;Semantic Interoperabil-ity;Ontologies;Multi-Agent System","Surveys;Technological innovation;Translation;Semantics;Collaboration;Ontologies;Planning;Resource management;Interoperability;Multi-agent systems","","","","39","IEEE","9 May 2025","28-30 Jan. 2025","28-30 Jan. 2025","IEEE","IEEE Conferences"
"Semantic Interoperability Framework for Multi-Center Healthcare Big Data Using Conceptual Modeling and SPARQL-Based Analysis","S. S; C. R. Bhat","Department of Computer Science and Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences (SIMATS), Saveetha University, Chennai, India; Department of Computer Science and Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences (SIMATS), Saveetha University, Chennai, India","2025 3rd International Conference on Communication, Security, and Artificial Intelligence (ICCSAI)","14 Jul 2025","2025","3","","1609","1615","The exchange of health care data between multiple centers especially faces great challenges in attaining semantic integration. In the present research, this framework for semantic integration of multi-center real healthcare big data is contextualized with a conceptual modelling approach and subsequent facet analysis in SPARQL. Through conceptual modeling, the framework enshrines the provision of a consistent manner of presenting disparate health care data to facilitate data transfer across various systems. The semantic alignment process improves the integrated data by increasing the accuracy and consistency to meet the efficient querying and analysis through SPARQL. The study to assess the efficiency of the proposed framework reflects the real healthcare centers ten data with more than 100, 000 records. The semantic mapping achieved was 97.5%, the data coherence achieved was 98 percent, and the average of interoperability was 96.8 percent. Query performance was of order with average time of 4.2 seconds for complex queries which is 20% faster than normal ways. Some of the usual problems like lack of specific demographic information and variations between the clinical vocabularies were figured out and solved during the calibration process. Consequently, this study establishes the validity of the proposed framework of setting up a concept-based and ontology-configured HL7 FHIR system, showing how the integration of disparate health care data enhances data quality thereby enhancing the ability to make sound clinical decisions. The presented methodology provides a solution for managing the issue of data fragmentation in healthcare organizations on a large scale. Future work will focus on using machine learning techniques to automatically establish correspondences and fuses the two models.","","979-8-3315-3607-7","10.1109/ICCSAI64074.2025.11063912","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11063912","Semantic interoperability;multi-center healthcare;big data;conceptual modeling;SPARQL-based analysis;data integration;healthcare data mapping;semantic alignment","Analytical models;Accuracy;Scalability;Data integrity;Semantics;Data integration;Medical services;Big Data;Data models;Interoperability","","","","15","IEEE","14 Jul 2025","4-6 April 2025","4-6 April 2025","IEEE","IEEE Conferences"
"Ontology-Driven Semantic Interoperability for Discrete Manufacturing","V. Khokhlovskiy; A. Deeb; I. A. Skoglikov; N. A. Vedmed","Higher School of Cyberphysical Systems and Control, Peter the Great St. Petersburg Polytechnic University, Saint Petersburg, Russian Federation; Higher School of Cyberphysical Systems and Control, Peter the Great St. Petersburg Polytechnic University, Saint Petersburg, Russian Federation; Higher School of Cyberphysical Systems and Control, Peter the Great St. Petersburg Polytechnic University, Saint Petersburg, Russian Federation; Design Department, Kreativ-Rus LLC., Saint Petersburg, Russian Federation",2025 International Russian Smart Industry Conference (SmartIndustryCon),"9 May 2025","2025","","","953","959","The paper proposes ontologies for planning assembly production and mechanical processing to support decision-making in managing a discrete manufacturing process. To obtain a complete picture of the technological process, it is necessary to ensure the systematic integration of all relevant data from several systems and devices based on knowledge of the production area. Semantic interoperability is ensured based on the implementation of the same ontology in interacting systems. The ontologies were created in the open Protégé system to establish correspondence between product manufacturing concepts when processing a knowledge base by translating data from the MES (Manufacturing Execution System) and the RDF file (Resource Description Framework). The architecture of the system using the knowledge base is proposed. An application in C# is considered, which is included in the system, reads operational values of technology implementation parameters and forms new triplets in the knowledge base. The difference of the proposed approach is, firstly, the ontological integration of assembly production and mechanical processing and, secondly, the consideration of operationally changing data transferred from the DBMS to the KBMS to support decision-making. The time of information transfer to the knowledge base and to the database were obtained; a comparison of average recording times is given. The created application and the developed ontologies can become the basis for creating digital twins for the discrete production process","","979-8-3315-1124-1","10.1109/SmartIndustryCon65166.2025.10986201","Russian Science Foundation(grant numbers:23-29-00551); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10986201","assembly production;database;knowledge base;semantic interoperability;MASON ontology;Protégé tool","Databases;Knowledge based systems;Semantics;Process control;Production;Ontologies;Resource description framework;Recording;Assembly;Interoperability","","","","28","IEEE","9 May 2025","24-28 March 2025","24-28 March 2025","IEEE","IEEE Conferences"
"Semantic Interoperability Problem of OSS Forges","A. Ciemniewska; P. Kedziora; B. Lewandowski; C. Mazurek","Poznan Supercomputing and Networking Center (PSNC),Institute of Bioorganic Chemistry, Polish Academy of Sciences, Poznan, Poland; Poznan Supercomputing and Networking Center (PSNC),Institute of Bioorganic Chemistry, Polish Academy of Sciences, Poznan, Poland; Poznan Supercomputing and Networking Center (PSNC),Institute of Bioorganic Chemistry, Polish Academy of Sciences, Poznan, Poland; Poznan Supercomputing and Networking Center (PSNC),Institute of Bioorganic Chemistry, Polish Academy of Sciences, Poznan, Poland",2009 Fourth International Conference on Software Engineering Advances,"30 Oct 2009","2009","","","197","202","Interoperability between collaborative development platforms (forges) in the Open Source Software world is a significant issue. The forges tend to follow the lock-in phenomenon, providing no easy-to-use facilities for migrating projects or their parts between forge platforms. To facilitate the process of cross-forge project migration, the following paper presents an approach of lifting forge data models to the semantic level and applying rule-based mappings for their alignment. The approach also involves Semantic Web Services to handle the process of importing/exporting project metadata from/to Open Source Software forges. Finally, the paper demonstrates the approach on the basis of proof-of-concept implementation exploiting the existing forges and presents the lessons learnt.","","978-1-4244-4779-4","10.1109/ICSEA.2009.39","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5298431","semantic mapping;SWRL;Semantic Web Service;semantic interoperability;collaborative development environments (forges);Open Source Software (OSS)","Open source software;Collaborative software;Semantic Web;Software engineering;Chemistry;International collaboration;Data models;Collaborative work;Management information systems;Application software","","","","21","IEEE","30 Oct 2009","20-25 Sept. 2009","20-25 Sept. 2009","IEEE","IEEE Conferences"
"Integrating Agricultural Semantic Models with Data Spaces for Enhanced Interoperability","I. Chrysakis; A. Turkyamali; K. Railis; Y. Oikonomidis; T. Zahariadis","Research and Innovation Development, Netcompany-Intrasoft S.A. Luxembourg, Luxembourg; International Data Spaces Association (IDSA), Dortmund, Germany; Synelixis Solutions S.A., Chalkis, Greece; Research and Innovation Development, Netcompany-Intrasoft S.A. Luxembourg, Luxembourg; Synelixis Solutions S.A., Chalkis, Greece",2025 6th International Conference in Electronic Engineering & Information Technology (EEITE),"22 Sep 2025","2025","","","1","6","Digitalization is transforming agriculture by boosting productivity, sustainability, and efficiency. Yet, the potential of technologies like IoT, AI, Big Data analytics, and robotics is limited by interoperability challenges, including fragmented data sources and heterogeneous models. In this work, we explore how data spaces can enhance interoperability and secure data sharing in agriculture. Within the AgriDataValue (ADV) project, we leverage the Agricultural Information Model (AIM) and integrate it with the International Data Spaces (IDS) Information Model. Our approach adapts AIM in pilot activities and establishes mappings to IDS, aiming to develop a unified ADV data model for seamless cross-pilot data sharing. By promoting standardized data models and governance frameworks, data spaces foster collaboration, improve decision-making, and drive sustainable, data-driven innovation in the agri-food sector. We demonstrate, in the context of ADV, how data spaces are able to reimagine agricultural ecosystems in a manner that promotes sustainability, efficiency, and innovation.","","979-8-3315-4419-5","10.1109/EEITE65381.2025.11166007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11166007","digital agriculture;smart farming;interoperability;data spaces;agricultural ecosystems;semantics","Smart agriculture;Adaptation models;Technological innovation;Biological system modeling;Semantics;Ecosystems;Data models;Space exploration;Sustainable development;Interoperability","","","","43","IEEE","22 Sep 2025","4-6 June 2025","4-6 June 2025","IEEE","IEEE Conferences"
"Semantic Interoperability of Agent-based Cyber-Physical Systems","I. Batchkova; D. Gocheva; T. Ivanova; Y. Belev","Dept, of Industrial Automation, University of Chemical Technology and Metallurgy, Sofia, Bulgaria; Dept, of Industrial Automation, University of Chemical Technology and Metallurgy, Sofia, Bulgaria; Dept, of Industrial Automation, University of Chemical Technology and Metallurgy, Sofia, Bulgaria; Dept, of Industrial Automation, University of Chemical Technology and Metallurgy, Sofia, Bulgaria",2018 International Conference on Intelligent Systems (IS),"9 May 2019","2018","","","842","849","The choice of agent-based architecture satisfies most of the requirements to the cyber-physical systems such as autonomy, resilience, reconfigurability, reusability, etc. Unfortunately, achieving semantic interoperability remains one of the greatest challenges in this area. The main aim of the paper is to propose an approach based on the use of agent domain ontologies and meta-ontologies to achieve semantic interoperability in agent-based cyber-physical systems. In order to illustrate the suggested approach, an example from the field of telemedicine is presented and discussed.","1541-1672","978-1-5386-7097-2","10.1109/IS.2018.8710594","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8710594","agent-based architecture;semantic interoperability;cyber-physical system;ontology;holter monitoring","Hafnium","","","","32","IEEE","9 May 2019","25-27 Sept. 2018","25-27 Sept. 2018","IEEE","IEEE Conferences"
"A Crop Selection Framework using K Nearest Neighbour for IoT Semantic Interoperability Applications","P. S. Khatoon; M. Ahmed","Department of Computer Science and Information Technology, Maulana Azad National Urdu University, Hyderabad, India; Department of Computer Science and Information Technology, Maulana Azad National Urdu University, Hyderabad, India",2021 8th International Conference on Computing for Sustainable Global Development (INDIACom),"3 Jun 2021","2021","","","262","267","In agrosystems, the soil plays a determining role through the multitude of ecosystem services that it provides. Agriculture exploits natural spaces and resources for useful production to humans. Soil is the primary source of nutrients for the plants. The roots absorb nutrient ions from soil and water. Additional nutrients must be mixed in the soil before the cultivation begins. Use of excess chemicals has adverse effects both on the crop and the environment. Optimal amount of nutrient requirement must be met for maximum yield. This paper presents a crop selection criteria based on K-nearest neighbour algorithm. The proposed method used farm inputs like soil type, climate, micronutrients, macronutrients, water source etc. to select the best crop suited for the farm. The algorithm also provides the amount of deficient nutrients required for the crop production. This methodology can be integrated into a semantic interoperability framework for Internet of Things (IoT) based applications. The proposed method accurately estimated the crop needs and the corresponding quantity of the nutrient necessary and sufficient to achieve a production objective defined by the yield.","","978-93-80544-43-4","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9441275","agrosystems;K-nearest neighbour;soil nutrients;maximum yield;Internet of Things;sematic interoperability","Semantics;Production;Soil;Predictive models;Prediction algorithms;Agriculture;Internet of Things","","","","24","","3 Jun 2021","17-19 March 2021","17-19 March 2021","IEEE","IEEE Conferences"
"Semantic Interoperability Toolkit for Data Marketplaces","M. Mateus; B. Almeida; G. Rolo; G. Rodrigues; A. Gonçalves; T. Teixeira; P. Maló","UNPARALLEL Innovation, Almada, Portugal; UNPARALLEL Innovation, Almada, Portugal; UNPARALLEL Innovation, Almada, Portugal; UNPARALLEL Innovation, Almada, Portugal; UNPARALLEL Innovation, Almada, Portugal; UNPARALLEL Innovation, Almada, Portugal; UNPARALLEL Innovation, Almada, Portugal",2023 19th International Conference on Distributed Computing in Smart Systems and the Internet of Things (DCOSS-IoT),"27 Sep 2023","2023","","","541","547","Due to the countless number of data sources, an integration issue emerges, as the same data often have several representations. Therefore, this paper suggests a Natural Language Processing (NLP) based approach for the so-called Semantic Interoperability Toolkit. It comprises two components - the Semantic Matchmaking solution and the Semantic Engine - allowing users to identify similarities between concepts and manage queries against them respectively, regardless of their original representations. The solution is at use on the AI4PublicPolicy's Data Marketplace for supporting the exploitation of a wide range of data sets.","2325-2944","979-8-3503-4649-7","10.1109/DCOSS-IoT58021.2023.00089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10257298","Data resolver;Internet of Things;interoperability;matchmaking;Natural Language Processing;query;search engine;semantics;text embedding","Soft sensors;Semantics;Distributed databases;Natural language processing;Internet of Things;Interoperability;Engines","","","","18","IEEE","27 Sep 2023","19-21 June 2023","19-21 June 2023","IEEE","IEEE Conferences"
"SISS: Semantic Interoperability Support System for the Internet of Things","M. San Emeterio de la Parte; J. -F. Martínez-Ortega; N. Lucas Martínez; V. Hernández Díaz","Group of Next-Generation Networks and Services, the Departamento de Ingeniería Telemática y Electrónica, and the Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain; Group of Next-Generation Networks and Services, the Departamento de Ingeniería Telemática y Electrónica, and the Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain; Group of Next-Generation Networks and Services, the Departamento de Ingeniería Telemática y Electrónica, and the Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain; Group of Next-Generation Networks and Services, the Departamento de Ingeniería Telemática y Electrónica, and the Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain",IEEE Internet of Things Journal,"8 Aug 2025","2025","12","16","33769","33791","The Internet of Things (IoT) landscape is hindered by a critical challenge: the lack of semantic interoperability among diverse data models. Existing IoT solutions often function as isolated “data silos”, impeding the seamless integration of heterogeneous data sources crucial for informed decision-making and streamlined processes. This research addresses this issue by introducing a pioneering solution: the semantic interoperability support system (SISS). SISS is an innovative tool designed to bridge the semantic divide between disparate data models within a common application domain. To address the lack of interoperability between current IoT platforms, devices, and solutions that use native data models, SISS facilitates integration by enabling the generation of gateways or translator components. These components establish mappings between the semantic properties of source and target data models, leveraging advanced semantic analysis and inference techniques. The core principle underpinning SISS is its ability to discern and map the semantic content of data models. Through a meticulous analysis of the temporal and spatial dimensions inherent in the data, SISS establishes meaningful connections. This innovative approach fosters interoperability and enables a deeper understanding of the underlying information, enhancing the potential for data-driven insights. This article delves into the pervasive issue of semantic interoperability in the current IoT paradigm and presents SISS as a transformative solution. By emphasizing its ability to transcend the limitations of existing solutions and its methodology to generate mappings between disparate data models, this research contributes to the achievement of global semantic interoperability in IoT.","2327-4662","","10.1109/JIOT.2025.3577776","DEMETER Project through INDUSTRIAL LEADERSHIP—Leadership in enabling and Industrial Technologies-Information and Communication Technologies (ICT)(grant numbers:857202); ICT receives support from the European Union’s Horizon 2020 Research and Innovation Program, and Italy, Luxembourg, Spain, Germany, Greece, United Kingdom, Norway, Czechia, Montenegro, Belgium, Romania, Ireland, Finland, Serbia, Portugal, Poland, Georgia, and Slovenia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11028910","Big data;data science;Internet of Things (IoT);machine learning (ML);precision agriculture;semantic interoperability","Internet of Things;Interoperability;Data models;Semantics;Syntactics;Protocols;Ontologies;Translation;Quality of service;Biological system modeling","","","","66","CCBYNCND","9 Jun 2025","15 Aug.15, 2025","","IEEE","IEEE Journals"
"Semantic interoperability of e-services in collaborative networked organizations","N. Papageorgiou; Y. Verginadis; D. Apostolou; G. Mentzas","Institute of Communications and Computer Systems, National and Technical University of Athens, Athens, Greece; Institute of Communications and Computer Systems, National and Technical University of Athens, Athens, Greece; Informatics Department, University of Piraeus, Piraeus, Greece; Institute of Communications and Computer Systems, National and Technical University of Athens, Athens, Greece",2010 International Conference on e-Business (ICE-B),"28 Mar 2011","2010","","","1","8","Semantic interoperability is a crucial issue in enterprises when they participate in Virtual Organizations (VOs). Addressing semantic heterogeneities, detected in VOs, aims to ensure that the meaning of information exchanged is interpreted in the same way by all communicating parties and their systems. In this paper we examine how ontologies can be employed by a system of e-services for delivering interoperability to enterprises, independent of particular IT deployments. In order to support interoperability service utilities in VOs, this paper presents a top-level ontology for collaborative networked organizations (code named OCEAN). The OCEAN ontology is designed as a lightweight top-level ontology that provides a common terminological reference for e-services supporting VO collaborations. We demonstrate how the usage of OCEAN enables e-service interoperability in knowledge-intensive collaborations presenting concrete examples from the pharmaceutical industry.","","978-989-8425-17-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5740441","Top level ontology;Virtual organization;Networked Collaboration","Ontologies;Collaboration;Oceans;Organizations;Semantics;Drugs","","","","34","","28 Mar 2011","26-28 July 2010","26-28 July 2010","IEEE","IEEE Conferences"
"Common Public Service Vocabulary for Semantic Interoperability in Greek Voucher Services","E. Papadopoulou; E. Sakkopoulos","Department of Informatics, University of Piraeus, Piraeus, Greece; Department of Informatics, University of Piraeus, Piraeus, Greece","2022 13th International Conference on Information, Intelligence, Systems & Applications (IISA)","30 Sep 2022","2022","","","1","8","The public voucher system is a program where the government issues vouchers to individuals who are deemed fit to consume a particular service and is a “means of payment” for goods or services to individual “consumers” authorized to use it at any approved institution for that particular purpose for which it was issued. The current trend in e-government requires integrated services, efficient, easy to use and designed based on the needs of the citizen. Citizens do not need to know or interact directly with the government agencies involved, which must be interoperable and allow data and information to be exchanged and processed seamlessly across government. The purpose of this study is the modeling using the European model CPSV-AP, a public voucher service where the stages of the whole process and the roles of the participants will be clearly reflected. The proposed model describes an Integrated Public Service, where government, citizens and businesses are coordinated in order to provide citizens with personalized offers using vouchers. The proposed model is a semantic representation of public services through a voucher, aiming at a better understanding of the process by those involved in its design and implementation.","","978-1-6654-6390-4","10.1109/IISA56318.2022.9904414","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9904414","voucher;CPSV-AP;interoperability;Integrated Public Service","Vocabulary;Semantics;Europe;Market research;Interoperability;Electronic government;Business","","","","30","IEEE","30 Sep 2022","18-20 July 2022","18-20 July 2022","IEEE","IEEE Conferences"
"Towards a Toolkit for Semantic Interoperability in Data Spaces","A. N. Lam; R. Avogadro; F. Martin-Recuerda; B. Elvesæter; X. Ma; E. J. Nystad; D. Roman; A. J. Berre","Sustainable Communication Technologies, SINTEF AS, Oslo, Norway; Sustainable Communication Technologies, SINTEF AS, Oslo, Norway; Sustainable Communication Technologies, SINTEF AS, Oslo, Norway; Sustainable Communication Technologies, SINTEF AS, Oslo, Norway; Sustainable Communication Technologies, SINTEF AS, Oslo, Norway; Sustainable Communication Technologies, SINTEF AS, Oslo, Norway; Sustainable Communication Technologies, SINTEF AS, Oslo, Norway; Sustainable Communication Technologies, SINTEF AS, Oslo, Norway",2025 IEEE 8th International Conference on Industrial Cyber-Physical Systems (ICPS),"30 Jul 2025","2025","","","1","7","Achieving semantic interoperability in data spaces is essential for enabling secure, efficient, and scalable data exchange across industries. While data spaces facilitate collaboration by connecting heterogeneous datasets, significant challenges persist in aligning and harmonizing data from diverse stakeholders. This paper introduces a toolkit designed to enhance semantic interoperability through ontology management, entity linking, and data transformation. Central to this toolkit is the Ontology Library, which serves as the Vocabulary Hub of the Data Space Reference Architecture Model (RAM), providing standardized vocabularies and facilitating consistent data interpretation. In addition to the Ontology Library, data harmonization tools automate entity linking, data enrichment and representation processes. By leveraging advanced Machine Learning approaches, the toolkit reduces manual effort and improves the accuracy of data integration. This work contributes to the development of scalable and adaptable solutions, fostering seamless data exchange within industrial ecosystems and advancing the adoption of data spaces in circular manufacturing and beyond.","2769-3899","979-8-3315-4299-3","10.1109/ICPS65515.2025.11087848","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11087848","Data Harmonization;Data Spaces;Entity Linking;Semantic Interoperability;Vocabulary Hub","Vocabulary;Semantics;Random access memory;Manuals;Machine learning;Ontologies;Libraries;Manufacturing;Stakeholders;Interoperability","","","","39","IEEE","30 Jul 2025","12-15 May 2025","12-15 May 2025","IEEE","IEEE Conferences"
"Understanding the Importance of Data Continuum Enabling the Data Exchange, and Semantic Interoperability with Trust in Future Networks","M. Serrano; A. Zappa; W. Ashraf","University of Galway Ireland, Data Science Institute - Insight SFI Research Centre for Data Analytics, Galway City, Ireland; University of Galway Ireland, Data Science Institute - Insight SFI Research Centre for Data Analytics, Galway City, Ireland; University of Galway Ireland, Data Science Institute - Insight SFI Research Centre for Data Analytics, Galway City, Ireland",2023 IEEE Future Networks World Forum (FNWF),"13 May 2024","2023","","","1","5","The Internet as a network for global communications and exchange of information has continuously changed its architecture, mainly as result of the continuous demands for more privacy and security alike processing capacity at the edge of the network (i.e. smart connected devices). In this paper, a vision about the origins of the Data Continuum, its evolution towards becoming the enabler of data exchange and semantic interoperability and how it has promoted the growth of cross-domain integrated data services is presented. This is a paper describing the transition from data collection to data marketplaces in the context of the Future Networks evolution and how the data continuum its considered not only an enhancing network technique but a new technology method, where Data and Information & Communications Technology in the form of new services can evolve rapidly.","2770-7679","979-8-3503-2458-7","10.1109/FNWF58287.2023.10520489","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10520489","Author Keywords Internet;Data Continuum;Future Networks;Data Exchange;Information Systems;Semantic Interoperability;Internet of Things;IoT-Science;Intelligent Services and Trust Systems","Privacy;Semantics;Focusing;Market research;Data models;Data systems;Security","","","","13","IEEE","13 May 2024","13-15 Nov. 2023","13-15 Nov. 2023","IEEE","IEEE Conferences"
